simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,primary_metric_eligible_by_design,n_samples,duration_s,red_noise_alpha,positive_pair_qpp_fraction,true_period_sampling_spec,true_period_materialized,background_noise_materialized,synthetic_series_materialized,afino_execution_allowed_now,heldout_access_allowed_now,split_rank_sha256,challenge_rank_sha256
F3BBG_N015_A0_Q002_R011:POS:PRIMARY,F3BBG_N015_A0_Q002_R011,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,0f1406d6898cfba8f5e48ab8b98b6dc553a0854e7e4f64daa1dafcb753926943,f7408cb349936ad21d31be8a81d62ca9e65fa0bd2d536d450cb6544d37e0c22d
F3BBG_N015_A0_Q002_R012:NULL:PRIMARY,F3BBG_N015_A0_Q002_R012,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,019a5aaee925399fe01e5ab84eb5ade57546a64f58f57640f72b65e479d80e19,c5edf64d7fe3d4a34e45dffa1b1a184f3fdc167349aca4a1adfad61fbc463eb5
F3BBG_N015_A0_Q002_R012:POS:PRIMARY,F3BBG_N015_A0_Q002_R012,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,019a5aaee925399fe01e5ab84eb5ade57546a64f58f57640f72b65e479d80e19,c5edf64d7fe3d4a34e45dffa1b1a184f3fdc167349aca4a1adfad61fbc463eb5
F3BBG_N015_A0_Q002_R013:NULL:PRIMARY,F3BBG_N015_A0_Q002_R013,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,18be3dd645116cecd1b8daa3c4351583c56d22e135eda5ce690a194aec8c3911,b2e341a151e86f4ec11114b6aae8ed66ca40e5e0bb26afb3456a1b302d1a6202
F3BBG_N015_A0_Q002_R013:POS:PRIMARY,F3BBG_N015_A0_Q002_R013,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,18be3dd645116cecd1b8daa3c4351583c56d22e135eda5ce690a194aec8c3911,b2e341a151e86f4ec11114b6aae8ed66ca40e5e0bb26afb3456a1b302d1a6202
F3BBG_N015_A0_Q002_R014:NULL:PRIMARY,F3BBG_N015_A0_Q002_R014,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,92143b98de26a26a786f87b523866d4a0cf8347add32498a83b27b0bff408fd8,c32bf4f9b6be99d2a240c2f569897a653a99e483192e56c2ec6d636c7fbaa60a
F3BBG_N015_A0_Q002_R014:POS:PRIMARY,F3BBG_N015_A0_Q002_R014,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,92143b98de26a26a786f87b523866d4a0cf8347add32498a83b27b0bff408fd8,c32bf4f9b6be99d2a240c2f569897a653a99e483192e56c2ec6d636c7fbaa60a
F3BBG_N015_A0_Q002_R015:NULL:PRIMARY,F3BBG_N015_A0_Q002_R015,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,402fcb754f148f52791ae22cc212bd845713e21198d0fdbf94a60f93de4f750d,1b102b99beca306f770ad9439fb26f87c428c40c743a73f6da650d5c23505102
F3BBG_N015_A0_Q002_R015:POS:PRIMARY,F3BBG_N015_A0_Q002_R015,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,402fcb754f148f52791ae22cc212bd845713e21198d0fdbf94a60f93de4f750d,1b102b99beca306f770ad9439fb26f87c428c40c743a73f6da650d5c23505102
F3BBG_N015_A0_Q002_R016:NULL:PRIMARY,F3BBG_N015_A0_Q002_R016,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,dcd0c5cb2d4688da5ff137a3efd50ddd30c3ba617506d1b5da23cdb7688e7e4d,86c8f38c29a46fc3a37c5376d4fb0e46dfe9a4d5464cb9f374c17a0a277c0574
F3BBG_N015_A0_Q002_R016:POS:PRIMARY,F3BBG_N015_A0_Q002_R016,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,dcd0c5cb2d4688da5ff137a3efd50ddd30c3ba617506d1b5da23cdb7688e7e4d,86c8f38c29a46fc3a37c5376d4fb0e46dfe9a4d5464cb9f374c17a0a277c0574
F3BBG_N015_A0_Q002_R017:NULL:PRIMARY,F3BBG_N015_A0_Q002_R017,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,76e3141fa95e56b6871ba0d3237ef4ba023f1c647e6bb7296d394c2a56386cfc,76bb5b5b551662f0ee67d9026689434d27c8ec3b46a986bc8fc9876c44f94546
F3BBG_N015_A0_Q002_R017:POS:PRIMARY,F3BBG_N015_A0_Q002_R017,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,76e3141fa95e56b6871ba0d3237ef4ba023f1c647e6bb7296d394c2a56386cfc,76bb5b5b551662f0ee67d9026689434d27c8ec3b46a986bc8fc9876c44f94546
F3BBG_N015_A0_Q002_R018:NULL:PRIMARY,F3BBG_N015_A0_Q002_R018,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,862487afc9a85a10bb6ec37e00bfa4303cdad45024a5c92f0f4c6873a3dcb184,6050ceec9d7815d5534f56f086beda5edba3330b0fbcc6414479f971f9815732
F3BBG_N015_A0_Q002_R018:POS:PRIMARY,F3BBG_N015_A0_Q002_R018,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,862487afc9a85a10bb6ec37e00bfa4303cdad45024a5c92f0f4c6873a3dcb184,6050ceec9d7815d5534f56f086beda5edba3330b0fbcc6414479f971f9815732
F3BBG_N015_A0_Q002_R019:NULL:PRIMARY,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R019:POS:PRIMARY,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R019:NULL:INTERNALMASK,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R019:POS:INTERNALMASK,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R019:NULL:PEAKMASK,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R019:POS:PEAKMASK,F3BBG_N015_A0_Q002_R019,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e895f66e6edf48c901f59a7f7f6caafcf49deb420f311438be5e1a68c4fe905c,1a9a38688e118cb0b2e852826dc325c7f90eed9910b20bcbd5665c920cb25c13
F3BBG_N015_A0_Q002_R020:NULL:PRIMARY,F3BBG_N015_A0_Q002_R020,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,fbf162664e8c7469cd9dc76aa1cd892a7d11d1cbe0739ddb1fec027e093ba878,360f145080c130c3638af2ab3c696c6192aa2537d21f7ebbb85b7a0b8c1455e9
F3BBG_N015_A0_Q002_R020:POS:PRIMARY,F3BBG_N015_A0_Q002_R020,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,fbf162664e8c7469cd9dc76aa1cd892a7d11d1cbe0739ddb1fec027e093ba878,360f145080c130c3638af2ab3c696c6192aa2537d21f7ebbb85b7a0b8c1455e9
F3BBG_N015_A0_Q002_R021:NULL:PRIMARY,F3BBG_N015_A0_Q002_R021,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,9c445f9ff62364b2c849a8391e3ae06d8457b3eddfebad4cafc4b43ffde420c9,1ec66c60acf3eec43530b0a23e4a4161044af26342502cab3f29963c467b2668
F3BBG_N015_A0_Q002_R021:POS:PRIMARY,F3BBG_N015_A0_Q002_R021,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,9c445f9ff62364b2c849a8391e3ae06d8457b3eddfebad4cafc4b43ffde420c9,1ec66c60acf3eec43530b0a23e4a4161044af26342502cab3f29963c467b2668
F3BBG_N015_A0_Q002_R022:NULL:PRIMARY,F3BBG_N015_A0_Q002_R022,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,03bd7b93f3df6a16b963b242a4f539480dea6b5b81bf07b93817759ecf9a6a0c,4f66c2911d0c5e5f913da4202e5e2a3fe91c6a96903c9f0a1415e93cf8d2ef56
F3BBG_N015_A0_Q002_R022:POS:PRIMARY,F3BBG_N015_A0_Q002_R022,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,03bd7b93f3df6a16b963b242a4f539480dea6b5b81bf07b93817759ecf9a6a0c,4f66c2911d0c5e5f913da4202e5e2a3fe91c6a96903c9f0a1415e93cf8d2ef56
F3BBG_N015_A0_Q002_R023:NULL:PRIMARY,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R023:POS:PRIMARY,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R023:NULL:INTERNALMASK,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R023:POS:INTERNALMASK,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R023:NULL:PEAKMASK,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R023:POS:PEAKMASK,F3BBG_N015_A0_Q002_R023,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,f641fbd5bf1f58b1891eff9835fa5c2d21d2976bcf3a989c510a78c39cdfc83a,131c7390357b01a868c5d119c562d0e31e6836527b260e852e0ae8281ccd0083
F3BBG_N015_A0_Q002_R024:NULL:PRIMARY,F3BBG_N015_A0_Q002_R024,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e19315d8ffb7c994c752ce04cec9ff6cfaf8c0f24b76e3fbf9b2fcc0a94cb1b4,2e5d1a2eae4104175375b0083996813b7ed4f9ccedc4fec572836e4aa1cc2412
F3BBG_N015_A0_Q002_R024:POS:PRIMARY,F3BBG_N015_A0_Q002_R024,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e19315d8ffb7c994c752ce04cec9ff6cfaf8c0f24b76e3fbf9b2fcc0a94cb1b4,2e5d1a2eae4104175375b0083996813b7ed4f9ccedc4fec572836e4aa1cc2412
F3BBG_N015_A0_Q002_R025:NULL:PRIMARY,F3BBG_N015_A0_Q002_R025,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,d14bf8aaea07b600ba9cf3484557617ea4c30192c2744a9cc0f239ed5322ba8d,83034395a8ab5d17fbc7c6543df35f71f319b14f9da930f1f26ea606f043b587
F3BBG_N015_A0_Q002_R025:POS:PRIMARY,F3BBG_N015_A0_Q002_R025,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,d14bf8aaea07b600ba9cf3484557617ea4c30192c2744a9cc0f239ed5322ba8d,83034395a8ab5d17fbc7c6543df35f71f319b14f9da930f1f26ea606f043b587
F3BBG_N015_A0_Q002_R026:NULL:PRIMARY,F3BBG_N015_A0_Q002_R026,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,c23bb34db670c6084fc31051d91dbde4aeeccb5dd0945b6b7b2fb5d98bd7b0cf,ccb49ddd4969ba354835d63cd98849eb345d3de7601d47d85bee519b0fe3849c
F3BBG_N015_A0_Q002_R026:POS:PRIMARY,F3BBG_N015_A0_Q002_R026,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,c23bb34db670c6084fc31051d91dbde4aeeccb5dd0945b6b7b2fb5d98bd7b0cf,ccb49ddd4969ba354835d63cd98849eb345d3de7601d47d85bee519b0fe3849c
F3BBG_N015_A0_Q002_R027:NULL:PRIMARY,F3BBG_N015_A0_Q002_R027,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,0ffba2b5b6e7353078d7a87700f3b392500e8a8c30d70c2c124abae9699c22d3,0a6fa86d93299a890388afd975e35fdd098987bfeeff63b1f3196ad297e57e9b
F3BBG_N015_A0_Q002_R027:POS:PRIMARY,F3BBG_N015_A0_Q002_R027,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,0ffba2b5b6e7353078d7a87700f3b392500e8a8c30d70c2c124abae9699c22d3,0a6fa86d93299a890388afd975e35fdd098987bfeeff63b1f3196ad297e57e9b
F3BBG_N015_A0_Q002_R028:NULL:PRIMARY,F3BBG_N015_A0_Q002_R028,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,23506db2987ce6e8fb7b207df73062aa3adeb1dc23b24e65513d14c4d0763ae0,4e902ab671cbab500a5821f27f032a75054de97a94ef520914a5773c57fc6f5b
F3BBG_N015_A0_Q002_R028:POS:PRIMARY,F3BBG_N015_A0_Q002_R028,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,23506db2987ce6e8fb7b207df73062aa3adeb1dc23b24e65513d14c4d0763ae0,4e902ab671cbab500a5821f27f032a75054de97a94ef520914a5773c57fc6f5b
F3BBG_N015_A0_Q002_R029:NULL:PRIMARY,F3BBG_N015_A0_Q002_R029,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e6a37fbcbab1128c30f99d06a963c8690e41bc0c0e2e3e46cef9dd6547452757,1d0ac303340974fefef9583fbbad125bb72bf3f697843a69fc6bedef265539b4
F3BBG_N015_A0_Q002_R029:POS:PRIMARY,F3BBG_N015_A0_Q002_R029,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e6a37fbcbab1128c30f99d06a963c8690e41bc0c0e2e3e46cef9dd6547452757,1d0ac303340974fefef9583fbbad125bb72bf3f697843a69fc6bedef265539b4
F3BBG_N015_A0_Q002_R030:NULL:PRIMARY,F3BBG_N015_A0_Q002_R030,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,8a91e29191f62fed162e402e555b733c31acd2bda4151ca482b7f8ae4dd9f2be,0957d3e9dd37471359a2931479ed659f3451416b4bd7185d49bdbab59dc29381
F3BBG_N015_A0_Q002_R030:POS:PRIMARY,F3BBG_N015_A0_Q002_R030,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,8a91e29191f62fed162e402e555b733c31acd2bda4151ca482b7f8ae4dd9f2be,0957d3e9dd37471359a2931479ed659f3451416b4bd7185d49bdbab59dc29381
F3BBG_N015_A0_Q002_R031:NULL:PRIMARY,F3BBG_N015_A0_Q002_R031,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,false,c35146cf62327a33c204d30c825089a72a0875f689e4ea10151fef9e8b9b1c16,f1c237adcefc3678fd8d6cb4ef1ae29586fd2ea5aa5245fea7d1a0fb38a8771a
F3BBG_N015_A0_Q002_R031:POS:PRIMARY,F3BBG_N015_A0_Q002_R031,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,c35146cf62327a33c204d30c825089a72a0875f689e4ea10151fef9e8b9b1c16,f1c237adcefc3678fd8d6cb4ef1ae29586fd2ea5aa5245fea7d1a0fb38a8771a
F3BBG_N015_A0_Q002_R032:NULL:PRIMARY,F3BBG_N015_A0_Q002_R032,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,4b1b89379834c738da53f3d3acf42c59fd295f669e6a41f6d496b5b5f68b3b3b,62c01550a5f77bcbce4e829380e2037c8066ca4d2b970f72f3c14bfc1a7364bd
F3BBG_N015_A0_Q002_R032:POS:PRIMARY,F3BBG_N015_A0_Q002_R032,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,15,280.0,0.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,4b1b89379834c738da53f3d3acf42c59fd295f669e6a41f6d496b5b5f68b3b3b,62c01550a5f77bcbce4e829380e2037c8066ca4d2b970f72f3c14bfc1a7364bd
