rendered_value_id,artifact_id,panel_or_table_location,displayed_label,displayed_value,source_id,source_artifact,source_locator,source_value,transformation,exact_match_status
M1RV0098,M1F04,Panel B2,stratum 59,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=59:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0099,M1F04,Panel B2,stratum 60,N/E,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=60:exposure_status,STRUCTURAL_NO_EXPOSURE,structural absence rendered as N/E rather than zero,STRUCTURAL_NO_EXPOSURE_PRESERVED
M1RV0100,M1F04,Panel B2,stratum 67,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=67:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0101,M1F04,Panel B2,stratum 68,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=68:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0102,M1F04,Panel B2,stratum 69,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=69:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0103,M1F04,Panel B2,stratum 76,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=76:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0104,M1F04,Panel B2,stratum 77,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=77:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0105,M1F04,Panel B2,stratum 78,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=78:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0106,M1F04,Panel B2,stratum 85,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=85:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0107,M1F04,Panel B2,stratum 86,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=86:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0108,M1F04,Panel B2,stratum 87,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=87:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0109,M1F04,Panel B2,stratum 94,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=94:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0110,M1F04,Panel B2,stratum 95,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=95:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0111,M1F04,Panel B2,stratum 96,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=96:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0112,M1F04,Panel B2,stratum 103,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=103:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0113,M1F04,Panel B2,stratum 104,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=104:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0114,M1F04,Panel B2,stratum 105,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=105:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0115,M1F04,Panel B2,stratum 112,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=112:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0116,M1F04,Panel B2,stratum 113,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=113:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0117,M1F04,Panel B2,stratum 114,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=114:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0118,M1F04,Panel B2,stratum 121,0.20,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=121:conditional_selection_point_estimate,0.2,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0119,M1F04,Panel B2,stratum 122,0.25,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=122:conditional_selection_point_estimate,0.25,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0120,M1F04,Panel B2,stratum 123,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=123:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0121,M1F04,Panel B2,stratum 130,0.80,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=130:conditional_selection_point_estimate,0.8,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0122,M1F04,Panel B2,stratum 131,0.62,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=131:conditional_selection_point_estimate,0.6153846153846154,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0123,M1F04,Panel B2,stratum 132,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=132:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0124,M1F04,Panel B2,stratum 139,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=139:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0125,M1F04,Panel B2,stratum 140,0.64,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=140:conditional_selection_point_estimate,0.6363636363636364,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0126,M1F04,Panel B2,stratum 141,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=141:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0127,M1F04,Panel B3,stratum 43,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=43:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0128,M1F04,Panel B3,stratum 44,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=44:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0129,M1F04,Panel B3,stratum 45,N/E,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=45:exposure_status,STRUCTURAL_NO_EXPOSURE,structural absence rendered as N/E rather than zero,STRUCTURAL_NO_EXPOSURE_PRESERVED
M1RV0130,M1F04,Panel B3,stratum 52,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=52:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0131,M1F04,Panel B3,stratum 53,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=53:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0132,M1F04,Panel B3,stratum 54,N/E,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=54:exposure_status,STRUCTURAL_NO_EXPOSURE,structural absence rendered as N/E rather than zero,STRUCTURAL_NO_EXPOSURE_PRESERVED
M1RV0133,M1F04,Panel B3,stratum 61,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=61:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0134,M1F04,Panel B3,stratum 62,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=62:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0135,M1F04,Panel B3,stratum 63,N/E,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=63:exposure_status,STRUCTURAL_NO_EXPOSURE,structural absence rendered as N/E rather than zero,STRUCTURAL_NO_EXPOSURE_PRESERVED
M1RV0136,M1F04,Panel B3,stratum 70,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=70:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0137,M1F04,Panel B3,stratum 71,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=71:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0138,M1F04,Panel B3,stratum 72,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=72:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0139,M1F04,Panel B3,stratum 79,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=79:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0140,M1F04,Panel B3,stratum 80,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=80:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0141,M1F04,Panel B3,stratum 81,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=81:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0142,M1F04,Panel B3,stratum 88,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=88:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0143,M1F04,Panel B3,stratum 89,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=89:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0144,M1F04,Panel B3,stratum 90,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=90:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0145,M1F04,Panel B3,stratum 97,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=97:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0146,M1F04,Panel B3,stratum 98,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=98:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0147,M1F04,Panel B3,stratum 99,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=99:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0148,M1F04,Panel B3,stratum 106,0.11,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=106:conditional_selection_point_estimate,0.1111111111111111,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0149,M1F04,Panel B3,stratum 107,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=107:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0150,M1F04,Panel B3,stratum 108,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=108:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0151,M1F04,Panel B3,stratum 115,0.36,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=115:conditional_selection_point_estimate,0.36363636363636365,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0152,M1F04,Panel B3,stratum 116,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=116:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0153,M1F04,Panel B3,stratum 117,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=117:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0154,M1F04,Panel B3,stratum 124,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=124:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0155,M1F04,Panel B3,stratum 125,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=125:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0156,M1F04,Panel B3,stratum 126,0.15,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=126:conditional_selection_point_estimate,0.15384615384615385,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0157,M1F04,Panel B3,stratum 133,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=133:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0158,M1F04,Panel B3,stratum 134,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=134:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0159,M1F04,Panel B3,stratum 135,0.13,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=135:conditional_selection_point_estimate,0.13043478260869565,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0160,M1F04,Panel B3,stratum 142,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=142:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0161,M1F04,Panel B3,stratum 143,1.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=143:conditional_selection_point_estimate,1.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0162,M1F04,Panel B3,stratum 144,0.32,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=144:conditional_selection_point_estimate,0.3181818181818182,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0163,M1F04,Panel C,stratum 145,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=145:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0164,M1F04,Panel C,stratum 146,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=146:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0165,M1F04,Panel C,stratum 147,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=147:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0166,M1F04,Panel C,stratum 148,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=148:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0167,M1F04,Panel C,stratum 149,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=149:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0168,M1F04,Panel C,stratum 150,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=150:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0169,M1F04,Panel C,stratum 151,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=151:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0170,M1F04,Panel C,stratum 152,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=152:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0171,M1F04,Panel C,stratum 153,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=153:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0172,M1F04,Panel C,stratum 154,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=154:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0173,M1F04,Panel C,stratum 155,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=155:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0174,M1F04,Panel C,stratum 156,0.00,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,stratum_order=156:conditional_selection_point_estimate,0.0,two-decimal deterministic label formatting of frozen point estimate,DETERMINISTIC_LABEL_FORMAT
M1RV0175,M1F04,Axes,n_samples category,15,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with n_samples=15:n_samples,15,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0176,M1F04,Axes,n_samples category,30,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with n_samples=30:n_samples,30,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0177,M1F04,Axes,n_samples category,60,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with n_samples=60:n_samples,60,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0178,M1F04,Axes,n_samples category,120,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with n_samples=120:n_samples,120,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0179,M1F04,Axes,red_noise_alpha category,0.0,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with red_noise_alpha=0.0:red_noise_alpha,0.0,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0180,M1F04,Axes,red_noise_alpha category,1.0,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with red_noise_alpha=1.0:red_noise_alpha,1.0,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0181,M1F04,Axes,red_noise_alpha category,2.0,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with red_noise_alpha=2.0:red_noise_alpha,2.0,direct categorical axis label,EXACT_SOURCE_VALUE
M1RV0182,M1F04,Facets,qpp_fraction category,0.01,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with qpp_fraction=0.01:qpp_fraction,0.01,direct categorical facet label,EXACT_SOURCE_VALUE
M1RV0183,M1F04,Facets,qpp_fraction category,0.02,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with qpp_fraction=0.02:qpp_fraction,0.02,direct categorical facet label,EXACT_SOURCE_VALUE
M1RV0184,M1F04,Facets,qpp_fraction category,0.04,M1S043,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,first row with qpp_fraction=0.04:qpp_fraction,0.04,direct categorical facet label,EXACT_SOURCE_VALUE
M1RV0185,M1F05,Panel A,point 1,true=45.797321245491254; recovered=44.966420914341576,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 1:true_period_s,recovered_period_s",true=45.797321245491254; recovered=44.966420914341576,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0186,M1F05,Panel B,point 1,true=45.797321245491254; relative_error=0.018142989776535896,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 1:true_period_s,relative_period_error",true=45.797321245491254; relative_error=0.018142989776535896,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0187,M1F05,Panel A,point 2,true=41.927160257660496; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 2:true_period_s,recovered_period_s",true=41.927160257660496; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0188,M1F05,Panel B,point 2,true=41.927160257660496; relative_error=0.04596448330431312,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 2:true_period_s,relative_period_error",true=41.927160257660496; relative_error=0.04596448330431312,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0189,M1F05,Panel A,point 3,true=52.25404127105198; recovered=51.49526450391465,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 3:true_period_s,recovered_period_s",true=52.25404127105198; recovered=51.49526450391465,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0190,M1F05,Panel B,point 3,true=52.25404127105198; relative_error=0.014520920271054444,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 3:true_period_s,relative_period_error",true=52.25404127105198; relative_error=0.014520920271054444,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0191,M1F05,Panel A,point 4,true=53.46149134147106; recovered=52.56415760277833,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 4:true_period_s,recovered_period_s",true=53.46149134147106; recovered=52.56415760277833,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0192,M1F05,Panel B,point 4,true=53.46149134147106; relative_error=0.016784674654158994,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 4:true_period_s,relative_period_error",true=53.46149134147106; relative_error=0.016784674654158994,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0193,M1F05,Panel A,point 5,true=45.480211309235536; recovered=44.065245533520105,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 5:true_period_s,recovered_period_s",true=45.480211309235536; recovered=44.065245533520105,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0194,M1F05,Panel B,point 5,true=45.480211309235536; relative_error=0.03111167989292295,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 5:true_period_s,relative_period_error",true=45.480211309235536; relative_error=0.03111167989292295,direct source coordinate pair,EXACT_SOURCE_PAIR
