simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,n_samples,red_noise_alpha,qpp_fraction,true_period_s,qpp_phase_rad,signal_family,latent_offset,latent_length,latent_flux_sha256,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,input_state,inadmissibility_reasons,primary_inadmissibility_reason,materialization_status
F3BBG_N030_A0_Q001_R039:POS:PRIMARY,F3BBG_N030_A0_Q001_R039,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,160.9242116017884,4.42504195000045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17610,30,d5d09ec40b335109618b7a2731ad932526c204ac9b2f1385de78c8c411c7d4b4,17422,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,d5d09ec40b335109618b7a2731ad932526c204ac9b2f1385de78c8c411c7d4b4,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,974082c7feb38d70da3b780eaeca887807a9f4d2068cefe0e63d1e4a878b5317,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R043:NULL:PRIMARY,F3BBG_N030_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17640,30,082fadfca9c9a8f422aa1ac9f81872613cf547ed52070141d5d569caef0f6a57,17452,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,082fadfca9c9a8f422aa1ac9f81872613cf547ed52070141d5d569caef0f6a57,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,4c9c86bf397675c395f3a026c4171fd9ffeab104794acd17dc792bfd0d168095,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R043:POS:PRIMARY,F3BBG_N030_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,82.29975442657586,4.960549889550199,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17670,30,6153d6c1aab27ef2c2f566310840b78cb190e62b1b394be490875f2f0321e68c,17482,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,6153d6c1aab27ef2c2f566310840b78cb190e62b1b394be490875f2f0321e68c,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,f4b51abd1d9d8c976f283f616f418a3881bc72782422cf0ea0da92646174f1aa,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R049:NULL:PRIMARY,F3BBG_N030_A0_Q001_R049,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17700,30,821ffef3664ab9aef8d86eb33bafda470facb2b854b9e212a150f2ae3abd72aa,17512,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,821ffef3664ab9aef8d86eb33bafda470facb2b854b9e212a150f2ae3abd72aa,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,f8a147e0f7d2907fcaa0972636c930af19b0ecf583a17068da23c859824829cb,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R049:POS:PRIMARY,F3BBG_N030_A0_Q001_R049,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,55.79165225870018,5.1476718608111405,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17730,30,eb42aec10fb640860be30ffc1af04ce8bb3a38975df96529f9c4b92e716b89af,17542,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,eb42aec10fb640860be30ffc1af04ce8bb3a38975df96529f9c4b92e716b89af,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,5bb83669f6afe38f474a516d41a3447d51ab7e4ed86f8bfe2fdad1f595b2d951,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R051:NULL:PRIMARY,F3BBG_N030_A0_Q001_R051,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17760,30,c9d672b2d01fe5eb524f8465bebbd62896858cf39d4dfd972174e103bbf70d97,17572,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,c9d672b2d01fe5eb524f8465bebbd62896858cf39d4dfd972174e103bbf70d97,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,bb1fc2831b7b25ff1f37c98421c687708a63909dc4374eee7bad376959f68724,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R051:POS:PRIMARY,F3BBG_N030_A0_Q001_R051,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,56.109251042547015,6.073314949613083,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17790,30,ebabebd2a9d47618be5bcff34e96830258e1e54a2eae08673bd09a345a525e00,17602,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,ebabebd2a9d47618be5bcff34e96830258e1e54a2eae08673bd09a345a525e00,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,054642ef13080fc93dcea69c7227dcc35518151fb869b372d205bcb8dd70ece5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R055:NULL:INTERNALMASK,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17820,30,df31bc8d413161321a6bb11661a1c95e9a41532c1313cd4c517073cd5de9c37e,17632,29,fca3e3ceeb1d017bcdd8abb3ce52a3f8dfc072c8420fb9458732453b37fb613a,e7cc99c48daea4be5e0390b2fb60b367d51ce9b33b2669c3b2a2e89c4fe1ebd8,d92afed3e89fdf23ca5197994df1a1b733398edddea9b26623ca062c73d928b1,efa435f059178425487b1540f7bd20a098635b995feb2cc4145780c9a1482469,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N030_A0_Q001_R055:NULL:PEAKMASK,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17850,30,df31bc8d413161321a6bb11661a1c95e9a41532c1313cd4c517073cd5de9c37e,17661,29,e5dba42f60d0266074ad95372eae471518d2a4728dd1f96d8e68ab5a1ab32838,634bc31fa1aea299a433423b907655704ba194fe37ed49985fa554d94b392c40,4163d16b26e7f95a4fe1f71dc1993e524ec22ba8c4bc25b0dffe6209979290f5,d68250b5edc8aa3d3f971d917ff52855636984d9e5453793707c47c3738907ea,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N030_A0_Q001_R055:NULL:PRIMARY,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,17880,30,df31bc8d413161321a6bb11661a1c95e9a41532c1313cd4c517073cd5de9c37e,17690,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,df31bc8d413161321a6bb11661a1c95e9a41532c1313cd4c517073cd5de9c37e,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,ff0f01c41cb02b8f3afd93438654e5da459c18918ec2c067779062a63118a176,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R055:POS:INTERNALMASK,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,30,0.0,0.01,155.9529126607952,3.9997699454485964,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17910,30,b1d19805fb9acc2af100c8c5fea78f22cec583b6f5808427045d2052939de059,17720,29,fca3e3ceeb1d017bcdd8abb3ce52a3f8dfc072c8420fb9458732453b37fb613a,aaad6045bdf66dcb9d689de690c7f430f5b246f7bd5d1019b25d8511f0a58f5b,d92afed3e89fdf23ca5197994df1a1b733398edddea9b26623ca062c73d928b1,d89ad4897ec8d68897897b94b68421214b0c85608a5dd3d09d81c22d6d391351,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N030_A0_Q001_R055:POS:PEAKMASK,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,30,0.0,0.01,155.9529126607952,3.9997699454485964,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17940,30,b1d19805fb9acc2af100c8c5fea78f22cec583b6f5808427045d2052939de059,17749,29,e5dba42f60d0266074ad95372eae471518d2a4728dd1f96d8e68ab5a1ab32838,2e118f427516e75bc958a8f7282240c8e3f27edd2e61fcf18833c1f3ff06165d,4163d16b26e7f95a4fe1f71dc1993e524ec22ba8c4bc25b0dffe6209979290f5,83972b7cfd4180c7083bcb8750a3af1bdc329162e96bdfa43d06935fab77e5a7,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N030_A0_Q001_R055:POS:PRIMARY,F3BBG_N030_A0_Q001_R055,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,155.9529126607952,3.9997699454485964,STATIONARY_ENVELOPE_MODULATED_SINUSOID,17970,30,b1d19805fb9acc2af100c8c5fea78f22cec583b6f5808427045d2052939de059,17778,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,b1d19805fb9acc2af100c8c5fea78f22cec583b6f5808427045d2052939de059,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,10880555a95803f0ee8dc3fcfb639cc342cc935acf44ab43ff923ec9d5d31e20,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R056:NULL:PRIMARY,F3BBG_N030_A0_Q001_R056,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18000,30,0904b679f88e0fa7d941f34b78360f8c8cc8b96710d2c260909714d3da048d0f,17808,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,0904b679f88e0fa7d941f34b78360f8c8cc8b96710d2c260909714d3da048d0f,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,1105e96cfd552dddde3908c6babba9fae5a6de5bb42b1936c5227d2e8589b322,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R056:POS:PRIMARY,F3BBG_N030_A0_Q001_R056,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,80.05387875463967,1.16791479564011,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18030,30,d30799a43c2c60362f2479bb16dae9605a6c1d4077f932a824a92f6845af6fbb,17838,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,d30799a43c2c60362f2479bb16dae9605a6c1d4077f932a824a92f6845af6fbb,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,b8ec2b82c73be38a43f1248f69ee476aa9e7cb4b2f9fdc0adda8688010816d50,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R057:NULL:PRIMARY,F3BBG_N030_A0_Q001_R057,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18060,30,a5d448e486f02e9b2ff15a17678ddf0925d5db76b2be03b5f877da154a21f388,17868,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,a5d448e486f02e9b2ff15a17678ddf0925d5db76b2be03b5f877da154a21f388,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,58863efd80728abaf900b9c7842c6f5d5b06fa0f5407defa8e620605ff039772,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R057:POS:PRIMARY,F3BBG_N030_A0_Q001_R057,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,41.11501599518499,4.8073568826069435,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18090,30,457e0deb781d0e9b029609173582eaa60f3345d9a77f3560d393051b8e16869f,17898,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,457e0deb781d0e9b029609173582eaa60f3345d9a77f3560d393051b8e16869f,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,d9b910104a44522f13d40ff8949ed677ead2af8913f9101932987974b44c5c6e,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R058:NULL:PRIMARY,F3BBG_N030_A0_Q001_R058,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18120,30,d7b4a20d0fb5f1a27f4a13d94c1419e4e15b477b2407717420c36aa1c9bd71a1,17928,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,d7b4a20d0fb5f1a27f4a13d94c1419e4e15b477b2407717420c36aa1c9bd71a1,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,0e8db7a2d46d34ee407321100393b4a2d015f7075ca6513c3d6cd8e90aae9007,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R058:POS:PRIMARY,F3BBG_N030_A0_Q001_R058,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,75.90515127624127,2.552199110255247,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18150,30,edd84e2d5b7b88003b94780f86b6c96115d2e5030e412be8d9351435f2ac7223,17958,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,edd84e2d5b7b88003b94780f86b6c96115d2e5030e412be8d9351435f2ac7223,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,072ac582fa0e478d398d19fdb3e5861824dba8780b435cbfe9d8947585927a20,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R059:NULL:PRIMARY,F3BBG_N030_A0_Q001_R059,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18180,30,fac6d6e47d244ece250facd72414e9993afcbe2e5b848dda93db30b0f72de7e5,17988,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,fac6d6e47d244ece250facd72414e9993afcbe2e5b848dda93db30b0f72de7e5,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,c82e5f00bb6e167ab157a7fa08b76a1f99f6a198bc82f6fface7842f590b96a8,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R059:POS:PRIMARY,F3BBG_N030_A0_Q001_R059,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,52.2042497085957,0.006000947575326909,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18210,30,2299fc6387c95b2100614948055f364dc1232d06c7ffd9911dbd44f3aa8fcd4d,18018,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,2299fc6387c95b2100614948055f364dc1232d06c7ffd9911dbd44f3aa8fcd4d,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,a0d3ac595c8b74af5dfdc6535bd7d32db7e01e7e9eef740a1bdccffa53a0e355,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R061:NULL:PRIMARY,F3BBG_N030_A0_Q001_R061,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18240,30,de566ef6a6fc3626ff90a694f3e2c1486382e079ac45b4eef92222ec5411f8ba,18048,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,de566ef6a6fc3626ff90a694f3e2c1486382e079ac45b4eef92222ec5411f8ba,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,e2088e8c0cda830067e6a720fb7c8c669144561236029e881651422345ef8fb5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R061:POS:PRIMARY,F3BBG_N030_A0_Q001_R061,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,51.87242452897953,6.280352618801658,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18270,30,7c4a1345bb679a7f306711a2774ca25fc8999cacace2b97e42518663255a0134,18078,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,7c4a1345bb679a7f306711a2774ca25fc8999cacace2b97e42518663255a0134,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,8e919fc49607059d6db9048db1375d77c72efc9c498d88f2c00f8ab6e9d34262,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R062:NULL:PRIMARY,F3BBG_N030_A0_Q001_R062,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18300,30,f8bd6143a712a75094f789b23b9b754e51755c8ffd0e2b86d99d2c191d449766,18108,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,f8bd6143a712a75094f789b23b9b754e51755c8ffd0e2b86d99d2c191d449766,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,64c585ca6741688a76b421ff6e69886814a04d23d12b130de839f29d3a90859f,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R062:POS:PRIMARY,F3BBG_N030_A0_Q001_R062,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,78.58769497677433,1.339902627035018,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18330,30,a952e624b5a490d8122039f2bf12fd53fe5c39ad5d21768880f73d545861176b,18138,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,a952e624b5a490d8122039f2bf12fd53fe5c39ad5d21768880f73d545861176b,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,be410f0c3e8947f361254e274b299c5728ba202549d0f5c6421fa1755f8030a3,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R063:NULL:PRIMARY,F3BBG_N030_A0_Q001_R063,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18360,30,55fdd3bbaba4733b4d328fd946ac726270d9c5c4cbd36897400ec2d3a24fb638,18168,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,55fdd3bbaba4733b4d328fd946ac726270d9c5c4cbd36897400ec2d3a24fb638,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,394f70b78b614597145c659889cab0f3161ab321fa39159468ddbfc4931fa570,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R063:POS:PRIMARY,F3BBG_N030_A0_Q001_R063,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,0.01,157.7017425967629,2.8717229689641384,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18390,30,1c26d88b001f49b1f0a01697197ea30c640ab627b954e22d25cbbb7a33c43d9a,18198,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,1c26d88b001f49b1f0a01697197ea30c640ab627b954e22d25cbbb7a33c43d9a,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,5f0ec581f9df4dd7c544fe436b93159acf0f35e971aeb8ff4a996b4361309ea9,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R064:NULL:INTERNALMASK,F3BBG_N030_A0_Q001_R064,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18420,30,10ab8b71c22bcbb4374e95208c2643ae49ad2cf488e2921eabd3a4affcd851ec,18228,29,fca3e3ceeb1d017bcdd8abb3ce52a3f8dfc072c8420fb9458732453b37fb613a,bbd2294fd509d5edcc56f98e751a660d51bd93f73d2709b7735a9492569981ab,d92afed3e89fdf23ca5197994df1a1b733398edddea9b26623ca062c73d928b1,6425b433b7d497380919efcb5c1ae8b517190adfd12b49ac585d49b477c3d031,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N030_A0_Q001_R064:NULL:PEAKMASK,F3BBG_N030_A0_Q001_R064,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18450,30,10ab8b71c22bcbb4374e95208c2643ae49ad2cf488e2921eabd3a4affcd851ec,18257,29,e5dba42f60d0266074ad95372eae471518d2a4728dd1f96d8e68ab5a1ab32838,559461c0c1734468c967ed28d7f0528f1ccef4f8a6415aec8f104663dde62a4e,4163d16b26e7f95a4fe1f71dc1993e524ec22ba8c4bc25b0dffe6209979290f5,b92b2147b7faae3995ac4056348df24a8c4f6cb95d0ff82c65ab581cc394ae61,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N030_A0_Q001_R064:NULL:PRIMARY,F3BBG_N030_A0_Q001_R064,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,30,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,18480,30,10ab8b71c22bcbb4374e95208c2643ae49ad2cf488e2921eabd3a4affcd851ec,18286,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,10ab8b71c22bcbb4374e95208c2643ae49ad2cf488e2921eabd3a4affcd851ec,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,9bd950097fe7e5d0fae2e4cb41a8c41413b44a59388c3d833e9f0d0c8a1a8eb2,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N030_A0_Q001_R064:POS:INTERNALMASK,F3BBG_N030_A0_Q001_R064,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,30,0.0,0.01,156.7710571391321,5.295640903767973,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18510,30,83be36ac3debf55c3db9428d978df4c5f6ff48039216e447df051bf0813fb034,18316,29,fca3e3ceeb1d017bcdd8abb3ce52a3f8dfc072c8420fb9458732453b37fb613a,9e45d073b9cf7c60014f5abd8d9637d944f11658ff3ff4cab65825221f0bbb35,d92afed3e89fdf23ca5197994df1a1b733398edddea9b26623ca062c73d928b1,ee94f5d65bd22c0fbbbf1d43771692558df76d0ce509b571236b6d9e48586cc6,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N030_A0_Q001_R064:POS:PEAKMASK,F3BBG_N030_A0_Q001_R064,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,30,0.0,0.01,156.7710571391321,5.295640903767973,STATIONARY_ENVELOPE_MODULATED_SINUSOID,18540,30,83be36ac3debf55c3db9428d978df4c5f6ff48039216e447df051bf0813fb034,18345,29,e5dba42f60d0266074ad95372eae471518d2a4728dd1f96d8e68ab5a1ab32838,077687e38a0ab8e9e997684c75d624a20e96a485be1efb22878ff9ef4806ebb3,4163d16b26e7f95a4fe1f71dc1993e524ec22ba8c4bc25b0dffe6209979290f5,79856df0df795ced87e5b495b16d5bee69cdc590fd5225f598a5748f90eb3abd,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
