block_id,n_samples,duration_s,red_noise_alpha,alpha_code,data_seed,peak_index,phase_rad,time_sha256,flare_sha256,noise_sha256,phase_float64_sha256,noise_mean,noise_std_ddof1,all_finite,generation_status,error
B_N015_A1_S19,15,280,1,1,19,3,4.2366014765020124,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,a1e2a4a6bbccbc01302d873273b18ac420e6eae1aba0f08c05067564c756424c,fed1123c3f07d2bbe795984821c155063b186fb713ff9d229e1533327a03cba5,-5.7824115865893569e-20,0.0050000000000000001,True,OK,
B_N015_A1_S20,15,280,1,1,20,3,0.093235652373243896,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,a82f52b475fcafadf17a067ab7a8a815bf693c42af561c7eb1f16148f008b4f7,fe50da2e5d81807d8f20879849f5e0fe754c0265eab91b8c36f3c117c2f1362a,0,0.0050000000000000001,True,OK,
B_N015_A1_S21,15,280,1,1,21,3,0.09174609562269434,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,bdea6295a3cb396fdc373bd9ebc457fb7dfc73d6f2edad74bc7b7d55434deb4c,dc735c97b6d32610ca9724eab9b81fd47db43d2f2719467ac2660764d2abced2,7.2280144832366961e-21,0.0050000000000000001,True,OK,
B_N015_A1_S22,15,280,1,1,22,3,2.9334470205152221,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,b0c4efbfb9530ef8a5c0c1121f20bdf554c9ff2d42ea3d72f4cb940a36cb4dde,52e608a2451e12abecc353e590c0ceafec66ae0bd6dc7d1d6c54b474b5a2b004,-9.2157184661267874e-20,0.0050000000000000001,True,OK,
B_N015_A1_S23,15,280,1,1,23,3,1.3206556790597963,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,bb1b831a55ecd41d9cc300b5fc2fdd98e7445b86168f19d4d5edc70302141b01,c3bf4fbc5aed0e6fe7781bed20d05fb0ee762c85007b3e2e6b197123695a0ae9,1.1564823173178714e-19,0.0050000000000000001,True,OK,
B_N015_A1_S24,15,280,1,1,24,3,2.2498368660846344,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,0543e98a2eefc6756f435c9886bb885456acf0eefd267b279f138f6618292345,d5f8a242d837615fe4c9bb9e39100829de39d8831c6dee47dd8edbb6472c568a,2.6020852139652105e-19,0.005000000000000001,True,OK,
B_N015_A1_S25,15,280,1,1,25,3,2.7283263754453095,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,97d331c89d30be7f5d0770e5512076706a3775398bf2ac3f2c0af3fcb5d5c7af,b05aa089b780ebcd6813d95c4cb9e2a7f2b6e10d651a1315a57aa9c1665be6bf,1.951563910473908e-19,0.0050000000000000001,True,OK,
B_N015_A1_S26,15,280,1,1,26,3,0.084771803486042352,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,78e5c626cde9e312a851d793fd3dd724ad2d6fab0645e2e70ea2289b1b55953f,7352d14f9ac80ba26d6e0df13c95bbae71f573b811eca6ee1b6bdfc820616ede,-2.8912057932946783e-19,0.0050000000000000001,True,OK,
B_N015_A1_S27,15,280,1,1,27,3,1.2831558285022395,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,501196c74874a96bc9ea366b1bb6ccf9160f436253437b710f6949161345baf9,bab2fe7165bc42f17f5b9fd7071317121346f54ff216b77bc1ac1d8a8250629c,2.0961242001386419e-19,0.0049999999999999992,True,OK,
B_N015_A1_S28,15,280,1,1,28,3,4.7678373387642905,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,187a6bb34abbaeb63c7953e43c95ca4cbea86c371e0a781694a40c6a2627f5ee,8ac5fd4b77221e90b9678f7b6491c581c65b2e64d1488b39a710ac7708722282,-2.8912057932946783e-19,0.0050000000000000001,True,OK,
B_N015_A1_S29,15,280,1,1,29,3,0.1926822673763437,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,e067e7154647b540893c3a82bcbb79622dfb9221ec06e79d81cf59e18fb88641,4832130d7c111a815cf0778f93af6abd5a78290846bdc8381bdbde701c9bf094,3.6140072416183479e-20,0.005000000000000001,True,OK,
B_N015_A1_S30,15,280,1,1,30,3,2.7195953908975778,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,be3be2d940f1d10637da838c07ac09fc2542e50328d72083d510b0e011fa2367,c822ece6f7cd34ea8c32a96cef6ce96f5f09d9d30b866bade6f33ff44726888e,0,0.005000000000000001,True,OK,
B_N015_A1_S31,15,280,1,1,31,3,2.6487763668471866,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,7befd036baed0cbb3dd97ef2adbd47211861b4e2b9eb9b7b6b2e7108117b3378,aa7605794328e70e7f48ba82a856b8e39a153efe16d954369f2b7f058cad721a,2.3129646346357428e-19,0.0049999999999999992,True,OK,
B_N015_A1_S32,15,280,1,1,32,3,5.4072211798938454,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,a832317a27aabcf0dd75cb4339a856d1799bcd7b276e2c103980641ac543cf05,5b7b17e386dd14a4fd95b93e589217973398b7ca4d49a57d5c7fcc1f593c1301,-1.1564823173178714e-19,0.005000000000000001,True,OK,
B_N015_A1_S33,15,280,1,1,33,3,3.0299480546195237,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,38068942af5555a7cd262efb3c8c575d38b141c852b1dc211a9ee3eb8acb973e,67b030307466ff1916b4251c398993181ce66f53334b495eaf9ac586dc2a3afd,-2.8912057932946785e-20,0.0049999999999999992,True,OK,
B_N015_A1_S34,15,280,1,1,34,3,2.2338517296327889,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,b2dfa87c453c3d8bc6f5aa819b8d3c837ea55d0777fc68e60e58fd355ac3c05d,c1befdf41b4d2cbddcc0c9c1620fb3a13473a4fa90a0867cd0dc8dda841399d7,-1.4456028966473392e-19,0.0050000000000000001,True,OK,
B_N015_A1_S35,15,280,1,1,35,3,1.8337974921134634,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,d9fe42bbe03829f5dbac69fe59ef6092cd2920ceaf3d9d65e5327d9a46c8ed47,cf497f7061cf281b4c56f1677c02ce7c28026a9ed5390a835e9acbd3509c9012,-2.8912057932946785e-20,0.0050000000000000001,True,OK,
B_N015_A1_S36,15,280,1,1,36,3,4.9829955736532394,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,22d47dc07356d45ae1808d7b2fac53a239646702150cdcb943d6932e5b12dda2,fa5d13f369664d7669a2200fb92681c2c73ab12594390d126b16f3d39f027038,3.4694469519536144e-19,0.0049999999999999992,True,OK,
B_N015_A1_S37,15,280,1,1,37,3,0.086801396371711012,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,b8e922acb0f75834dc850d82800c2cebdc687983008eea7447d28b841d55d79f,e10c321cbd6cecc5735a925ae60734a377f3d5c173094d0c6d68c7477d953d0f,-1.0119220276531375e-19,0.0050000000000000001,True,OK,
B_N015_A1_S38,15,280,1,1,38,3,2.8689481173598996,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,75b81a7126287fd33d113550739f31a8f5696d2cdc314bb963550c0d44ddaa46,92a30f6c7073fa3c31951ee4aab6aacab1ae591163e34e471ef573db73e8dae6,-2.8912057932946783e-19,0.0050000000000000001,True,OK,
B_N015_A1_S39,15,280,1,1,39,3,5.4562314066367126,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,3c4715e335dbbc92fb98902056d33e91038ff90d90d61b26add8bd770a74b9fe,8da8ae02684f0b334e15b4f68eb142c6a094bbacef56dc9f345460292864f158,-3.1803263726241461e-19,0.0050000000000000001,True,OK,
B_N015_A2_S00,15,280,2,2,0,3,6.2557179271901049,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,cadc8dd1404d6af4acbdbb468b58c42d944be3f507348c5a1fdafc5a27ba1863,8dccba983959ffb4b1efdad16514399cfd91147ee5e1a5102e0e8d8c5a99604f,-5.7824115865893569e-20,0.0050000000000000001,True,OK,
B_N015_A2_S01,15,280,2,2,1,3,0.96468086725528923,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,f425d5ebdf6e7c45baad2a9498162cd931ee2afb2cb15ce8934456f538cbea56,ae4b29cfadd3e4961fe80b409fe54198bbd797a37bf6a8f29760457696e1fa68,5.7824115865893569e-20,0.0049999999999999992,True,OK,
B_N015_A2_S02,15,280,2,2,2,3,0.25912998468201476,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,c02f7ac2d67bcaf20847bc70710c331c940e5ff53517ff2878300aed513423cd,a7906cc0d5017ecf59ca9832da654039299513deb88f491cb23377d4c6261bf1,1.9696339466819997e-19,0.0049999999999999992,True,OK,
B_N015_A2_S03,15,280,2,2,3,3,3.5146281950661118,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,2db4b068062e2921b66ab683df94cfec1a40a3d7bbeb3e14533cba6ad8c2e720,9daa08bc14a5ff5422b17b4ccfe07507c7ca74e8809b845cfacb933a93a1f1db,-3.0357660829594122e-19,0.0050000000000000001,True,OK,
B_N015_A2_S04,15,280,2,2,4,3,0.34704911505535951,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,61e5835a9355c6290f32b15f2aa7a76531d7c54fe83712026248bc7dc0463cbc,78d3f8c9f43db9d61c559f05b0098d35f66f4943548861bb6367480739e9187b,7.2280144832366958e-20,0.0050000000000000001,True,OK,
B_N015_A2_S05,15,280,2,2,5,3,3.1487115528119176,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,0b4f8c1ddb19fc192c1489ce30cc786743b36b4beb59c26146d40cd8df10f964,489d028d2d02add25e703abbb41e08be9899c81748b76909875954823074212f,2.8912057932946783e-19,0.0049999999999999992,True,OK,
B_N015_A2_S06,15,280,2,2,6,3,5.0341666300143659,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,77c7fd67006dcaec0f5a97bd201845b7fb55fcf603ec7ea60b6d3413a463cb44,af8f88f936a54601d3396285ea889f878a8c3dde6a4722aab6002d39bee3b2b0,-3.4694469519536144e-19,0.0050000000000000001,True,OK,
B_N015_A2_S07,15,280,2,2,7,3,4.332278427354856,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,1a481ea193fca5c049e2bc5c8a3c29324eb6795b730706485a687215e0405b5f,7dc25fb37e5c14356d411c8593628d91b29a262ec5c01f311eaceac4eab0a60e,-1.1564823173178714e-19,0.0049999999999999992,True,OK,
B_N015_A2_S08,15,280,2,2,8,3,3.181495584775774,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,2461d26f2acc9514e7270478e444a35c2c9da73b0cb51019396744c70094e130,c4c3062e0bd3faaee2905993e8850157d7fe84bbd9b8c2e97ac91202a32a335d,0,0.0050000000000000001,True,OK,
B_N015_A2_S09,15,280,2,2,9,3,5.0032670915090858,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,66e504eec2ca28f294a53e3495f6fed4ad806704fb6aa4c3ae938cf9f0948a7d,667e69cfe5f46e9cef045e8fb545d350c019eb7b1cda9103d7f9195eb701ff35,0,0.005000000000000001,True,OK,
B_N015_A2_S10,15,280,2,2,10,3,6.0680607983730201,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,811bb0f7182a89e0b9cb97ca4833394df0b8bfaba4819da12ee8494e5150c7be,ab3a96fb8d79ea702ba70bcd38c27bdf47c460fe0319111314c7d4b4a8cec5e2,5.2041704279304211e-19,0.0050000000000000001,True,OK,
B_N015_A2_S11,15,280,2,2,11,3,1.9696069330484334,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,5b9b7a51ee2952af3caa30c5101e7553e27a96b7aa575e979e2071d624c3d6f1,505c4082c5ea169ea6ebe10b7c112703c1a03b48ce5003f0e4173a88a5fc3e45,-2.3129646346357428e-19,0.0049999999999999992,True,OK,
B_N015_A2_S12,15,280,2,2,12,3,1.2323476454998812,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,83ba091f25cc9d77e80d060c474ca208a9ef814e29da979522c6775f4b2a33ac,0559bca6cab267f71605841bb81c6bc4467cbc1b6f8cd3c09e34edc39278f263,7.2280144832366958e-20,0.0050000000000000001,True,OK,
B_N015_A2_S13,15,280,2,2,13,3,0.37189583410347093,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,d2b4c1a92ceed27cc9bc30dcc893f23e93f337e365e56141991e20c909706546,ebfdb1499846edd9814f2c8c1c71f45609e1b1d15286f9ae434a2b1460a48733,1.0842021724855044e-19,0.0050000000000000001,True,OK,
B_N015_A2_S14,15,280,2,2,14,3,4.5437686613860855,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,8d6c6aaddaec30a99b86614e499644644cdfba0c6bed6e9b8a62249bf7c4c2aa,49934ee6693390324e06486040e54a0497a15970549d7789be5fa6e9bb2e7799,4.04768811061255e-19,0.0049999999999999992,True,OK,
B_N015_A2_S15,15,280,2,2,15,3,4.8544917715348985,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,ad14bd370abb5568ae1d0e338f64d0096a3fd2faff86372e968b819c4474ef12,4fc87b33974d18e292c5c6e4e9b29347172e3277c3005df99896488fcbf51a72,0,0.0050000000000000001,True,OK,
B_N015_A2_S16,15,280,2,2,16,3,2.4181295567025534,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,e7a1a721733bdb7517ffa18b3a7f32b2f38c5d2bb397d41ea00ec00095bbef95,1d6063e1bdf646a16c8abe568d8711da1e1adb1e157040682be36cca5cba4a42,1.7347234759768072e-19,0.0050000000000000001,True,OK,
B_N015_A2_S17,15,280,2,2,17,3,5.2661790934833945,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,4bdeaef909662c8ddf837a77e535b67da49ce61e6c71ade5c005f0557ff7c32b,95e4596bc5c07cafc2ed90015e80f74730c85579a2460c9bad102a58eefd8a9a,8.673617379884036e-20,0.0050000000000000001,True,OK,
B_N015_A2_S18,15,280,2,2,18,3,2.1255389501527033,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,60bbd1ee5e74599aae1caa03f43979e68fee75658cd6fc70f019670c77fe4943,bab9651f7763c60fe15194c35cc0f305cb547d0b19a4ae7dc18cd5ad8f03514e,4.6259292692714855e-19,0.0049999999999999992,True,OK,
B_N015_A2_S19,15,280,2,2,19,3,5.5464432368360139,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,f2d8f7ef02ec8e9327baa6b468a8eecdab8e876796be8fd84b0729e8e00f1982,5926399a8585f9a1bfcd66770fee2d933abfbbf7770d6368f6469c6e2639698f,2.8912057932946783e-19,0.0049999999999999992,True,OK,
B_N015_A2_S20,15,280,2,2,20,3,3.8323160576067816,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,5a1c9f028b449db715acd84997c0081a1e3c8928f640381bd39a94a1e3896b58,d7eb3af13107f1413b44f17e8bf9c0928d031dd8bd2c34907b9f16bc7685dbf2,0,0.0050000000000000001,True,OK,
B_N015_A2_S21,15,280,2,2,21,3,5.6871347406193893,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,dbe971fee93db647d7455ee57c95b56d22192ef3b231ad8ad779e160cde13bc7,7aac9848b4d89705fc33fe96ba8b85a4a3c4ea349072f11c682c9c112c8a4dc5,-2.3129646346357428e-19,0.0050000000000000001,True,OK,
B_N015_A2_S22,15,280,2,2,22,3,1.8987782445308592,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,f214577e283a5e35b33cc6af3e5989f93b609d7d7e13cf63a80d3442d2a77130,45783b61d6b0741f1f06a0dff80faee1dbcb58c955ee0de29d206a9df9c94b80,3.6140072416183479e-20,0.0050000000000000001,True,OK,
B_N015_A2_S23,15,280,2,2,23,3,3.8557122450501122,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,591fc9de3b1a520010aea422a7bc46def91bca540a3756e841e0fe9c31b98431,c7ed7144851b45fd70bfeee0da01512d7ee39a44f7594390a17061c82cdfa81f,-1.7347234759768072e-19,0.005000000000000001,True,OK,
B_N015_A2_S24,15,280,2,2,24,3,3.054943275600924,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,7a20493b33bdb24ea4129d27febc6dd255e10bdc5fa0fbb65526be404dae758f,678509bbe4897ebeba7858181fc32e79f3abc3156a9bdf4424fd777c0631f440,5.7824115865893569e-20,0.0050000000000000001,True,OK,
B_N015_A2_S25,15,280,2,2,25,3,6.2118125477246187,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,9b7fafb0762650aeaa6d7ee410dc064295173ae15d203b8c348c51beedbb6f3d,d04d5a3e2f1d32da3939b1fd2935e332e0187e261852caa2056764b939156bec,-5.7824115865893569e-20,0.0049999999999999992,True,OK,
B_N015_A2_S26,15,280,2,2,26,3,5.6671304745948108,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,37ab941640178ba294908a3d6c4a41bb3ba3ea6db14d4d0631499610dda215b2,f5fa1085d1b51e3ee287dd6a6d87437418bf3e1e510dfa69fedac44464212b70,1.1564823173178714e-19,0.0050000000000000001,True,OK,
B_N015_A2_S27,15,280,2,2,27,3,4.1226321077029224,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,0b39c33522fd550a22ddc8cb7b01761986069bc1ed60f4b84069096d14f0c2ff,d586836f2371de0f983b682c4642690dab36a62096e73c4ad0f6e19cff81b689,0,0.0050000000000000001,True,OK,
B_N015_A2_S28,15,280,2,2,28,3,3.8471133796006054,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,18628b4fdaf7a3e345e233c8308fa484e6dee63504611f32421eb7a868cb2d16,9fca68910a94021dddde9b8be0207c08b94bb927e573a4fccb80a6ded959de90,2.8912057932946783e-19,0.0049999999999999992,True,OK,
B_N015_A2_S29,15,280,2,2,29,3,5.1834014960776447,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,26e5a961f2db5ee0d97fc026be59a58417c1c4dd215d0cf46837d79f24819362,3db2f9d06906984282ae31823b8e3a081c2bfaef062309bc8e8565ce948a4863,1.1564823173178714e-19,0.005000000000000001,True,OK,
B_N015_A2_S30,15,280,2,2,30,3,3.4964133752533626,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,f35ceb71aa1ff9cd7a4e4477673cbced61ba64d07a74a5260356850df3f4f5d9,df338e21630f4b5b01955bfbac81f02f3a2b36ccfaee3731dbcb18a5b20f495a,-1.7347234759768072e-19,0.0050000000000000001,True,OK,
B_N015_A2_S31,15,280,2,2,31,3,1.8911096013920072,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,e6926fd8ace2d3dac48fa93c1db9e9fa371597cdd475c60fc5db4558e38f9745,4436e6056a6280eeb4400cbbfa4d9da4d986062f4abed1258e18f4e09df4d538,2.8912057932946785e-20,0.0050000000000000001,True,OK,
B_N015_A2_S32,15,280,2,2,32,3,3.0292256601550425,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,1bdc15b0765d75c6bcb251b0f72ba384df9ef71a263e3c24572407aebb0b950c,2fea0bcc5bcd1fe7e8f5c9a4b30b281231c85ea1fb6e120d4564a8c7074f8aca,1.8792837656415411e-19,0.0050000000000000001,True,OK,
B_N015_A2_S33,15,280,2,2,33,3,3.3154118231265972,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,2b5ef109304a319c88d311ab19d0f347a442873aac2eb3d35a389a316169fe2d,2a0bfbc7cb7553c14800ee5c23ac22390d7ebd559f4f381ed540a2331ddb7b7b,-5.7824115865893569e-20,0.005000000000000001,True,OK,
B_N015_A2_S34,15,280,2,2,34,3,4.8313140080491914,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,ad59c8b15bc7d2e802c5095a4b6e7bb32e4469c93432c0d6d33b068953d0ad12,dd2a1b5ac51efab52a42d616e418de743c95df8437ee8dc671a467193f096a0d,6.3606527452482922e-19,0.005000000000000001,True,OK,
B_N015_A2_S35,15,280,2,2,35,3,5.4303423263101571,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,900b4806f4fb6b7012dc48dcf3153c9c96d306a7a46ab7a9a506c2f4a9d1e907,c503d30ae9696f8f93df5ed8349c612292f6ee41e6f644f89405498e99a1be87,-2.8912057932946785e-20,0.0050000000000000001,True,OK,
B_N015_A2_S36,15,280,2,2,36,3,0.53707324893286157,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,7f4a4921de5179f8f17ddbc2fd660f74a5c2de475bde696ac5ddb90af27f9a61,b681c4d077d265c78df9d0039742db7bdf740726b8351b316802dddf3be269fd,0,0.0049999999999999992,True,OK,
B_N015_A2_S37,15,280,2,2,37,3,1.968460898621641,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,1e5ad5380cb83ae7e6989b0fb2dbceb012d88261e27575fcb09fbe6d8a9fc3a7,547c2f5d3d77081179921ea778f9b30e1b2aac30c920183b20d4881e2416bba8,-1.3010426069826053e-19,0.0050000000000000001,True,OK,
B_N015_A2_S38,15,280,2,2,38,3,1.0243969760601046,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,be0b912a1764ca6fd7d26cb55413d2acaa92c000a10554d2a14d26485153fb5f,14de9c52b55d495b078033b4db733a70b961f5a1d0c4a9ab0bf18e7413adaa8d,3f564bfd5423db489de1df86f08b8b713b5711c4352934db4dea20bdfe134722,-1.1564823173178714e-19,0.0050000000000000001,True,OK,
