rendered_value_id,artifact_id,location,displayed_value,original_M1_2_value,source_id,frozen_source_value,display_only_transformation,numeric_identity,status
M1RV0210,M1F05,Panel B,true=110.93333497773631; relative_error=0.0007562412405599092,true=110.93333497773631; relative_error=0.0007562412405599092,M1S044,true=110.93333497773631; relative_error=0.0007562412405599092,direct source coordinate pair,true,PASS
M1RV0211,M1F05,Panel A,true=110.50025428514144; recovered=110.82962147087956,true=110.50025428514144; recovered=110.82962147087956,M1S044,true=110.50025428514144; recovered=110.82962147087956,direct source coordinate pair,true,PASS
M1RV0212,M1F05,Panel B,true=110.50025428514144; relative_error=0.002980691654230972,true=110.50025428514144; relative_error=0.002980691654230972,M1S044,true=110.50025428514144; relative_error=0.002980691654230972,direct source coordinate pair,true,PASS
M1RV0213,M1F05,Panel A,true=95.6397202696739; recovered=96.30724792558574,true=95.6397202696739; recovered=96.30724792558574,M1S044,true=95.6397202696739; recovered=96.30724792558574,direct source coordinate pair,true,PASS
M1RV0214,M1F05,Panel B,true=95.6397202696739; relative_error=0.006979606946043154,true=95.6397202696739; relative_error=0.006979606946043154,M1S044,true=95.6397202696739; relative_error=0.006979606946043154,direct source coordinate pair,true,PASS
M1RV0215,M1F05,Panel A,true=41.855396019260276; recovered=40.0,true=41.855396019260276; recovered=40.0,M1S044,true=41.855396019260276; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0216,M1F05,Panel B,true=41.855396019260276; relative_error=0.0443287173392528,true=41.855396019260276; relative_error=0.0443287173392528,M1S044,true=41.855396019260276; relative_error=0.0443287173392528,direct source coordinate pair,true,PASS
M1RV0217,M1F05,Panel A,true=64.97422075733968; recovered=65.60476967099231,true=64.97422075733968; recovered=65.60476967099231,M1S044,true=64.97422075733968; recovered=65.60476967099231,direct source coordinate pair,true,PASS
M1RV0218,M1F05,Panel B,true=64.97422075733968; relative_error=0.009704601398877157,true=64.97422075733968; relative_error=0.009704601398877157,M1S044,true=64.97422075733968; relative_error=0.009704601398877157,direct source coordinate pair,true,PASS
M1RV0219,M1F05,Panel A,true=98.57306210580624; recovered=101.58441178057552,true=98.57306210580624; recovered=101.58441178057552,M1S044,true=98.57306210580624; recovered=101.58441178057552,direct source coordinate pair,true,PASS
M1RV0220,M1F05,Panel B,true=98.57306210580624; relative_error=0.03054941796915022,true=98.57306210580624; relative_error=0.03054941796915022,M1S044,true=98.57306210580624; relative_error=0.03054941796915022,direct source coordinate pair,true,PASS
M1RV0221,M1F05,Panel A,true=62.27863878083842; recovered=63.28242479057704,true=62.27863878083842; recovered=63.28242479057704,M1S044,true=62.27863878083842; recovered=63.28242479057704,direct source coordinate pair,true,PASS
M1RV0222,M1F05,Panel B,true=62.27863878083842; relative_error=0.016117661358511556,true=62.27863878083842; relative_error=0.016117661358511556,M1S044,true=62.27863878083842; relative_error=0.016117661358511556,direct source coordinate pair,true,PASS
M1RV0223,M1F05,Panel A,true=45.87256546628876; recovered=45.62497512615886,true=45.87256546628876; recovered=45.62497512615886,M1S044,true=45.87256546628876; recovered=45.62497512615886,direct source coordinate pair,true,PASS
M1RV0224,M1F05,Panel B,true=45.87256546628876; relative_error=0.005397351066223992,true=45.87256546628876; relative_error=0.005397351066223992,M1S044,true=45.87256546628876; relative_error=0.005397351066223992,direct source coordinate pair,true,PASS
M1RV0225,M1F05,Panel A,true=96.88638943667776; recovered=97.0858414488431,true=96.88638943667776; recovered=97.0858414488431,M1S044,true=96.88638943667776; recovered=97.0858414488431,direct source coordinate pair,true,PASS
M1RV0226,M1F05,Panel B,true=96.88638943667776; relative_error=0.0020586174521003728,true=96.88638943667776; relative_error=0.0020586174521003728,M1S044,true=96.88638943667776; relative_error=0.0020586174521003728,direct source coordinate pair,true,PASS
M1RV0227,M1F05,Panel A,true=57.77484052056487; recovered=57.37239803963139,true=57.77484052056487; recovered=57.37239803963139,M1S044,true=57.77484052056487; recovered=57.37239803963139,direct source coordinate pair,true,PASS
M1RV0228,M1F05,Panel B,true=57.77484052056487; relative_error=0.006965704748076829,true=57.77484052056487; relative_error=0.006965704748076829,M1S044,true=57.77484052056487; relative_error=0.006965704748076829,direct source coordinate pair,true,PASS
M1RV0229,M1F05,Panel A,true=55.703735393922564; recovered=56.365023925292995,true=55.703735393922564; recovered=56.365023925292995,M1S044,true=55.703735393922564; recovered=56.365023925292995,direct source coordinate pair,true,PASS
M1RV0230,M1F05,Panel B,true=55.703735393922564; relative_error=0.011871529381180055,true=55.703735393922564; relative_error=0.011871529381180055,M1S044,true=55.703735393922564; relative_error=0.011871529381180055,direct source coordinate pair,true,PASS
M1RV0231,M1F05,Panel A,true=48.281247926244674; recovered=48.681206176006484,true=48.281247926244674; recovered=48.681206176006484,M1S044,true=48.281247926244674; recovered=48.681206176006484,direct source coordinate pair,true,PASS
M1RV0232,M1F05,Panel B,true=48.281247926244674; relative_error=0.00828392526996802,true=48.281247926244674; relative_error=0.00828392526996802,M1S044,true=48.281247926244674; relative_error=0.00828392526996802,direct source coordinate pair,true,PASS
M1RV0233,M1F05,Panel A,true=72.16413080351703; recovered=73.46457420453162,true=72.16413080351703; recovered=73.46457420453162,M1S044,true=72.16413080351703; recovered=73.46457420453162,direct source coordinate pair,true,PASS
M1RV0234,M1F05,Panel B,true=72.16413080351703; relative_error=0.018020634164573224,true=72.16413080351703; relative_error=0.018020634164573224,M1S044,true=72.16413080351703; relative_error=0.018020634164573224,direct source coordinate pair,true,PASS
M1RV0235,M1F05,Panel A,true=60.015496717961824; recovered=59.96567218052997,true=60.015496717961824; recovered=59.96567218052997,M1S044,true=60.015496717961824; recovered=59.96567218052997,direct source coordinate pair,true,PASS
M1RV0236,M1F05,Panel B,true=60.015496717961824; relative_error=0.0008301945356879981,true=60.015496717961824; relative_error=0.0008301945356879981,M1S044,true=60.015496717961824; relative_error=0.0008301945356879981,direct source coordinate pair,true,PASS
M1RV0237,M1F05,Panel A,true=44.89240308233687; recovered=44.95852143093258,true=44.89240308233687; recovered=44.95852143093258,M1S044,true=44.89240308233687; recovered=44.95852143093258,direct source coordinate pair,true,PASS
M1RV0238,M1F05,Panel B,true=44.89240308233687; relative_error=0.0014728182065558166,true=44.89240308233687; relative_error=0.0014728182065558166,M1S044,true=44.89240308233687; relative_error=0.0014728182065558166,direct source coordinate pair,true,PASS
M1RV0239,M1F05,Panel A,true=91.59599411909257; recovered=92.766139754904,true=91.59599411909257; recovered=92.766139754904,M1S044,true=91.59599411909257; recovered=92.766139754904,direct source coordinate pair,true,PASS
M1RV0240,M1F05,Panel B,true=91.59599411909257; relative_error=0.012775074358492367,true=91.59599411909257; relative_error=0.012775074358492367,M1S044,true=91.59599411909257; relative_error=0.012775074358492367,direct source coordinate pair,true,PASS
M1RV0241,M1F05,Panel A,true=65.45538087686019; recovered=65.8253105802962,true=65.45538087686019; recovered=65.8253105802962,M1S044,true=65.45538087686019; recovered=65.8253105802962,direct source coordinate pair,true,PASS
M1RV0242,M1F05,Panel B,true=65.45538087686019; relative_error=0.0056516316684789465,true=65.45538087686019; relative_error=0.0056516316684789465,M1S044,true=65.45538087686019; relative_error=0.0056516316684789465,direct source coordinate pair,true,PASS
M1RV0243,M1F05,Panel A,true=59.15656134150425; recovered=60.21132665546577,true=59.15656134150425; recovered=60.21132665546577,M1S044,true=59.15656134150425; recovered=60.21132665546577,direct source coordinate pair,true,PASS
M1RV0244,M1F05,Panel B,true=59.15656134150425; relative_error=0.01783006466302994,true=59.15656134150425; relative_error=0.01783006466302994,M1S044,true=59.15656134150425; relative_error=0.01783006466302994,direct source coordinate pair,true,PASS
M1RV0245,M1F05,Panel A,true=54.13791662813515; recovered=55.05301655664503,true=54.13791662813515; recovered=55.05301655664503,M1S044,true=54.13791662813515; recovered=55.05301655664503,direct source coordinate pair,true,PASS
M1RV0246,M1F05,Panel B,true=54.13791662813515; relative_error=0.016903124196587627,true=54.13791662813515; relative_error=0.016903124196587627,M1S044,true=54.13791662813515; relative_error=0.016903124196587627,direct source coordinate pair,true,PASS
M1RV0247,M1F05,Panel A,true=81.26060171891605; recovered=82.97243765280385,true=81.26060171891605; recovered=82.97243765280385,M1S044,true=81.26060171891605; recovered=82.97243765280385,direct source coordinate pair,true,PASS
M1RV0248,M1F05,Panel B,true=81.26060171891605; relative_error=0.021066001206945437,true=81.26060171891605; relative_error=0.021066001206945437,M1S044,true=81.26060171891605; relative_error=0.021066001206945437,direct source coordinate pair,true,PASS
M1RV0249,M1F05,Panel A,true=111.22019279844473; recovered=111.56754264138937,true=111.22019279844473; recovered=111.56754264138937,M1S044,true=111.22019279844473; recovered=111.56754264138937,direct source coordinate pair,true,PASS
M1RV0250,M1F05,Panel B,true=111.22019279844473; relative_error=0.003123082546477075,true=111.22019279844473; relative_error=0.003123082546477075,M1S044,true=111.22019279844473; relative_error=0.003123082546477075,direct source coordinate pair,true,PASS
M1RV0251,M1F05,Panel A,true=82.68400332168468; recovered=82.62407020788733,true=82.68400332168468; recovered=82.62407020788733,M1S044,true=82.68400332168468; recovered=82.62407020788733,direct source coordinate pair,true,PASS
M1RV0252,M1F05,Panel B,true=82.68400332168468; relative_error=0.0007248453314988245,true=82.68400332168468; relative_error=0.0007248453314988245,M1S044,true=82.68400332168468; relative_error=0.0007248453314988245,direct source coordinate pair,true,PASS
M1RV0253,M1F05,Panel A,true=46.24417884696904; recovered=46.492558659723,true=46.24417884696904; recovered=46.492558659723,M1S044,true=46.24417884696904; recovered=46.492558659723,direct source coordinate pair,true,PASS
M1RV0254,M1F05,Panel B,true=46.24417884696904; relative_error=0.005371050345080124,true=46.24417884696904; relative_error=0.005371050345080124,M1S044,true=46.24417884696904; relative_error=0.005371050345080124,direct source coordinate pair,true,PASS
M1RV0255,M1F05,Panel A,true=54.68286904128952; recovered=54.030091005176004,true=54.68286904128952; recovered=54.030091005176004,M1S044,true=54.68286904128952; recovered=54.030091005176004,direct source coordinate pair,true,PASS
M1RV0256,M1F05,Panel B,true=54.68286904128952; relative_error=0.01193752353448431,true=54.68286904128952; relative_error=0.01193752353448431,M1S044,true=54.68286904128952; relative_error=0.01193752353448431,direct source coordinate pair,true,PASS
M1RV0257,M1F05,Panel A,true=97.34003044205475; recovered=97.2312308756138,true=97.34003044205475; recovered=97.2312308756138,M1S044,true=97.34003044205475; recovered=97.2312308756138,direct source coordinate pair,true,PASS
M1RV0258,M1F05,Panel B,true=97.34003044205475; relative_error=0.0011177268585889483,true=97.34003044205475; relative_error=0.0011177268585889483,M1S044,true=97.34003044205475; relative_error=0.0011177268585889483,direct source coordinate pair,true,PASS
M1RV0259,M1F05,Panel A,true=48.174883681097796; recovered=47.509124073547476,true=48.174883681097796; recovered=47.509124073547476,M1S044,true=48.174883681097796; recovered=47.509124073547476,direct source coordinate pair,true,PASS
M1RV0260,M1F05,Panel B,true=48.174883681097796; relative_error=0.013819641204687379,true=48.174883681097796; relative_error=0.013819641204687379,M1S044,true=48.174883681097796; relative_error=0.013819641204687379,direct source coordinate pair,true,PASS
M1RV0261,M1F05,Panel A,true=47.94059143656636; recovered=48.20042738084215,true=47.94059143656636; recovered=48.20042738084215,M1S044,true=47.94059143656636; recovered=48.20042738084215,direct source coordinate pair,true,PASS
M1RV0262,M1F05,Panel B,true=47.94059143656636; relative_error=0.005419957002816707,true=47.94059143656636; relative_error=0.005419957002816707,M1S044,true=47.94059143656636; relative_error=0.005419957002816707,direct source coordinate pair,true,PASS
M1RV0263,M1F05,Panel A,true=41.94107001062492; recovered=40.0,true=41.94107001062492; recovered=40.0,M1S044,true=41.94107001062492; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0264,M1F05,Panel B,true=41.94107001062492; relative_error=0.04628088911735415,true=41.94107001062492; relative_error=0.04628088911735415,M1S044,true=41.94107001062492; relative_error=0.04628088911735415,direct source coordinate pair,true,PASS
M1RV0265,M1F05,Panel A,true=66.48408099565913; recovered=65.74758172092646,true=66.48408099565913; recovered=65.74758172092646,M1S044,true=66.48408099565913; recovered=65.74758172092646,direct source coordinate pair,true,PASS
M1RV0266,M1F05,Panel B,true=66.48408099565913; relative_error=0.0110778289133718,true=66.48408099565913; relative_error=0.0110778289133718,M1S044,true=66.48408099565913; relative_error=0.0110778289133718,direct source coordinate pair,true,PASS
M1RV0267,M1F05,Panel A,true=68.78831389407493; recovered=68.35591860805816,true=68.78831389407493; recovered=68.35591860805816,M1S044,true=68.78831389407493; recovered=68.35591860805816,direct source coordinate pair,true,PASS
M1RV0268,M1F05,Panel B,true=68.78831389407493; relative_error=0.006285882899857138,true=68.78831389407493; relative_error=0.006285882899857138,M1S044,true=68.78831389407493; relative_error=0.006285882899857138,direct source coordinate pair,true,PASS
M1RV0269,M1F05,Panel A,true=50.8607231506127; recovered=50.98162248766416,true=50.8607231506127; recovered=50.98162248766416,M1S044,true=50.8607231506127; recovered=50.98162248766416,direct source coordinate pair,true,PASS
M1RV0270,M1F05,Panel B,true=50.8607231506127; relative_error=0.0023770668123110537,true=50.8607231506127; relative_error=0.0023770668123110537,M1S044,true=50.8607231506127; relative_error=0.0023770668123110537,direct source coordinate pair,true,PASS
M1RV0271,M1F05,Panel A,true=84.37285299851436; recovered=84.58869746909987,true=84.37285299851436; recovered=84.58869746909987,M1S044,true=84.37285299851436; recovered=84.58869746909987,direct source coordinate pair,true,PASS
M1RV0272,M1F05,Panel B,true=84.37285299851436; relative_error=0.0025582217847879285,true=84.37285299851436; relative_error=0.0025582217847879285,M1S044,true=84.37285299851436; relative_error=0.0025582217847879285,direct source coordinate pair,true,PASS
M1RV0273,M1F05,Panel A,true=45.57154354441323; recovered=46.05078481889298,true=45.57154354441323; recovered=46.05078481889298,M1S044,true=45.57154354441323; recovered=46.05078481889298,direct source coordinate pair,true,PASS
M1RV0274,M1F05,Panel B,true=45.57154354441323; relative_error=0.010516239679542284,true=45.57154354441323; relative_error=0.010516239679542284,M1S044,true=45.57154354441323; relative_error=0.010516239679542284,direct source coordinate pair,true,PASS
M1RV0275,M1F05,Panel A,true=62.05553928278701; recovered=65.39132641393779,true=62.05553928278701; recovered=65.39132641393779,M1S044,true=62.05553928278701; recovered=65.39132641393779,direct source coordinate pair,true,PASS
M1RV0276,M1F05,Panel B,true=62.05553928278701; relative_error=0.05375486491140788,true=62.05553928278701; relative_error=0.05375486491140788,M1S044,true=62.05553928278701; relative_error=0.05375486491140788,direct source coordinate pair,true,PASS
M1RV0277,M1F05,Panel A,true=67.84754608756512; recovered=68.41650876774229,true=67.84754608756512; recovered=68.41650876774229,M1S044,true=67.84754608756512; recovered=68.41650876774229,direct source coordinate pair,true,PASS
M1RV0278,M1F05,Panel B,true=67.84754608756512; relative_error=0.008385899166387727,true=67.84754608756512; relative_error=0.008385899166387727,M1S044,true=67.84754608756512; relative_error=0.008385899166387727,direct source coordinate pair,true,PASS
M1RV0279,M1F05,Panel A,true=46.54402120293744; recovered=46.213147686678504,true=46.54402120293744; recovered=46.213147686678504,M1S044,true=46.54402120293744; recovered=46.213147686678504,direct source coordinate pair,true,PASS
M1RV0280,M1F05,Panel B,true=46.54402120293744; relative_error=0.007108829613502564,true=46.54402120293744; relative_error=0.007108829613502564,M1S044,true=46.54402120293744; relative_error=0.007108829613502564,direct source coordinate pair,true,PASS
M1RV0281,M1F05,Panel A,true=67.88891693560252; recovered=68.19897170733584,true=67.88891693560252; recovered=68.19897170733584,M1S044,true=67.88891693560252; recovered=68.19897170733584,direct source coordinate pair,true,PASS
M1RV0282,M1F05,Panel B,true=67.88891693560252; relative_error=0.0045670896772065026,true=67.88891693560252; relative_error=0.0045670896772065026,M1S044,true=67.88891693560252; relative_error=0.0045670896772065026,direct source coordinate pair,true,PASS
M1RV0283,M1F05,Panel A,true=63.26752679353244; recovered=63.98717022697167,true=63.26752679353244; recovered=63.98717022697167,M1S044,true=63.26752679353244; recovered=63.98717022697167,direct source coordinate pair,true,PASS
M1RV0284,M1F05,Panel B,true=63.26752679353244; relative_error=0.0113746098498163,true=63.26752679353244; relative_error=0.0113746098498163,M1S044,true=63.26752679353244; relative_error=0.0113746098498163,direct source coordinate pair,true,PASS
M1RV0285,M1F05,Panel A,true=66.51522891134637; recovered=68.83568872255886,true=66.51522891134637; recovered=68.83568872255886,M1S044,true=66.51522891134637; recovered=68.83568872255886,direct source coordinate pair,true,PASS
M1RV0286,M1F05,Panel B,true=66.51522891134637; relative_error=0.03488614335681337,true=66.51522891134637; relative_error=0.03488614335681337,M1S044,true=66.51522891134637; relative_error=0.03488614335681337,direct source coordinate pair,true,PASS
M1RV0287,M1F05,Panel A,true=46.35348800724077; recovered=47.31725640323728,true=46.35348800724077; recovered=47.31725640323728,M1S044,true=46.35348800724077; recovered=47.31725640323728,direct source coordinate pair,true,PASS
M1RV0288,M1F05,Panel B,true=46.35348800724077; relative_error=0.020791712499520255,true=46.35348800724077; relative_error=0.020791712499520255,M1S044,true=46.35348800724077; relative_error=0.020791712499520255,direct source coordinate pair,true,PASS
M1RV0289,M1F05,Panel A,true=61.31796526614887; recovered=62.447229500091545,true=61.31796526614887; recovered=62.447229500091545,M1S044,true=61.31796526614887; recovered=62.447229500091545,direct source coordinate pair,true,PASS
M1RV0290,M1F05,Panel B,true=61.31796526614887; relative_error=0.018416531420133376,true=61.31796526614887; relative_error=0.018416531420133376,M1S044,true=61.31796526614887; relative_error=0.018416531420133376,direct source coordinate pair,true,PASS
M1RV0291,M1F05,Panel A,true=73.25514127998227; recovered=73.29030053603357,true=73.25514127998227; recovered=73.29030053603357,M1S044,true=73.25514127998227; recovered=73.29030053603357,direct source coordinate pair,true,PASS
M1RV0292,M1F05,Panel B,true=73.25514127998227; relative_error=0.0004799561564822051,true=73.25514127998227; relative_error=0.0004799561564822051,M1S044,true=73.25514127998227; relative_error=0.0004799561564822051,direct source coordinate pair,true,PASS
M1RV0293,M1F05,Panel A,true=45.35998888676251; recovered=45.57448615879306,true=45.35998888676251; recovered=45.57448615879306,M1S044,true=45.35998888676251; recovered=45.57448615879306,direct source coordinate pair,true,PASS
M1RV0294,M1F05,Panel B,true=45.35998888676251; relative_error=0.004728776996970254,true=45.35998888676251; relative_error=0.004728776996970254,M1S044,true=45.35998888676251; relative_error=0.004728776996970254,direct source coordinate pair,true,PASS
M1RV0295,M1F05,Panel A,true=51.348880101103575; recovered=51.1069375192242,true=51.348880101103575; recovered=51.1069375192242,M1S044,true=51.348880101103575; recovered=51.1069375192242,direct source coordinate pair,true,PASS
M1RV0296,M1F05,Panel B,true=51.348880101103575; relative_error=0.0047117401860176395,true=51.348880101103575; relative_error=0.0047117401860176395,M1S044,true=51.348880101103575; relative_error=0.0047117401860176395,direct source coordinate pair,true,PASS
M1RV0297,M1F05,Panel A,true=93.4661286504995; recovered=94.89692995957513,true=93.4661286504995; recovered=94.89692995957513,M1S044,true=93.4661286504995; recovered=94.89692995957513,direct source coordinate pair,true,PASS
M1RV0298,M1F05,Panel B,true=93.4661286504995; relative_error=0.015308233364686244,true=93.4661286504995; relative_error=0.015308233364686244,M1S044,true=93.4661286504995; relative_error=0.015308233364686244,direct source coordinate pair,true,PASS
M1RV0299,M1F05,Panel A,true=67.93186230979198; recovered=68.15559857583678,true=67.93186230979198; recovered=68.15559857583678,M1S044,true=67.93186230979198; recovered=68.15559857583678,direct source coordinate pair,true,PASS
M1RV0300,M1F05,Panel B,true=67.93186230979198; relative_error=0.0032935394148990585,true=67.93186230979198; relative_error=0.0032935394148990585,M1S044,true=67.93186230979198; relative_error=0.0032935394148990585,direct source coordinate pair,true,PASS
M1RV0301,M1F05,Panel A,true=49.765692112995865; recovered=50.455253019974414,true=49.765692112995865; recovered=50.455253019974414,M1S044,true=49.765692112995865; recovered=50.455253019974414,direct source coordinate pair,true,PASS
M1RV0302,M1F05,Panel B,true=49.765692112995865; relative_error=0.013856150245290704,true=49.765692112995865; relative_error=0.013856150245290704,M1S044,true=49.765692112995865; relative_error=0.013856150245290704,direct source coordinate pair,true,PASS
M1RV0303,M1F05,Panel A,true=83.96132134259278; recovered=84.35680224958844,true=83.96132134259278; recovered=84.35680224958844,M1S044,true=83.96132134259278; recovered=84.35680224958844,direct source coordinate pair,true,PASS
M1RV0304,M1F05,Panel B,true=83.96132134259278; relative_error=0.0047102749298328925,true=83.96132134259278; relative_error=0.0047102749298328925,M1S044,true=83.96132134259278; relative_error=0.0047102749298328925,direct source coordinate pair,true,PASS
M1RV0305,M1F05,Panel A,true=87.27263700516198; recovered=87.22460013560524,true=87.27263700516198; recovered=87.22460013560524,M1S044,true=87.27263700516198; recovered=87.22460013560524,direct source coordinate pair,true,PASS
M1RV0306,M1F05,Panel B,true=87.27263700516198; relative_error=0.000550423032982239,true=87.27263700516198; relative_error=0.000550423032982239,M1S044,true=87.27263700516198; relative_error=0.000550423032982239,direct source coordinate pair,true,PASS
M1RV0307,M1F05,Panel A,true=109.36173473296935; recovered=111.78792363742703,true=109.36173473296935; recovered=111.78792363742703,M1S044,true=109.36173473296935; recovered=111.78792363742703,direct source coordinate pair,true,PASS
M1RV0308,M1F05,Panel B,true=109.36173473296935; relative_error=0.022184989204695287,true=109.36173473296935; relative_error=0.022184989204695287,M1S044,true=109.36173473296935; relative_error=0.022184989204695287,direct source coordinate pair,true,PASS
M1RV0309,M1F05,Panel A,true=82.09215809091903; recovered=81.39700895345018,true=82.09215809091903; recovered=81.39700895345018,M1S044,true=82.09215809091903; recovered=81.39700895345018,direct source coordinate pair,true,PASS
M1RV0310,M1F05,Panel B,true=82.09215809091903; relative_error=0.008467911596366508,true=82.09215809091903; relative_error=0.008467911596366508,M1S044,true=82.09215809091903; relative_error=0.008467911596366508,direct source coordinate pair,true,PASS
M1RV0311,M1F05,Panel A,true=88.58260074068289; recovered=90.09458112229741,true=88.58260074068289; recovered=90.09458112229741,M1S044,true=88.58260074068289; recovered=90.09458112229741,direct source coordinate pair,true,PASS
M1RV0312,M1F05,Panel B,true=88.58260074068289; relative_error=0.017068593256148564,true=88.58260074068289; relative_error=0.017068593256148564,M1S044,true=88.58260074068289; relative_error=0.017068593256148564,direct source coordinate pair,true,PASS
M1RV0313,M1F05,Panel A,true=72.00405723514474; recovered=70.94654363229206,true=72.00405723514474; recovered=70.94654363229206,M1S044,true=72.00405723514474; recovered=70.94654363229206,direct source coordinate pair,true,PASS
M1RV0314,M1F05,Panel B,true=72.00405723514474; relative_error=0.014686861316705276,true=72.00405723514474; relative_error=0.014686861316705276,M1S044,true=72.00405723514474; relative_error=0.014686861316705276,direct source coordinate pair,true,PASS
M1RV0315,M1F05,Panel A,true=40.8181987819275; recovered=40.0,true=40.8181987819275; recovered=40.0,M1S044,true=40.8181987819275; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0316,M1F05,Panel B,true=40.8181987819275; relative_error=0.02004495069218394,true=40.8181987819275; relative_error=0.02004495069218394,M1S044,true=40.8181987819275; relative_error=0.02004495069218394,direct source coordinate pair,true,PASS
M1RV0317,M1F05,Panel A,true=61.03087135749249; recovered=61.93094116746474,true=61.03087135749249; recovered=61.93094116746474,M1S044,true=61.03087135749249; recovered=61.93094116746474,direct source coordinate pair,true,PASS
M1RV0318,M1F05,Panel B,true=61.03087135749249; relative_error=0.014747779114933999,true=61.03087135749249; relative_error=0.014747779114933999,M1S044,true=61.03087135749249; relative_error=0.014747779114933999,direct source coordinate pair,true,PASS
M1RV0319,M1F05,Panel A,true=46.74416722987074; recovered=46.80260246426329,true=46.74416722987074; recovered=46.80260246426329,M1S044,true=46.74416722987074; recovered=46.80260246426329,direct source coordinate pair,true,PASS
M1RV0320,M1F05,Panel B,true=46.74416722987074; relative_error=0.0012501075076422744,true=46.74416722987074; relative_error=0.0012501075076422744,M1S044,true=46.74416722987074; relative_error=0.0012501075076422744,direct source coordinate pair,true,PASS
M1RV0321,M1F05,Panel A,true=51.82767594192946; recovered=52.141555659786896,true=51.82767594192946; recovered=52.141555659786896,M1S044,true=51.82767594192946; recovered=52.141555659786896,direct source coordinate pair,true,PASS
M1RV0322,M1F05,Panel B,true=51.82767594192946; relative_error=0.006056218268577584,true=51.82767594192946; relative_error=0.006056218268577584,M1S044,true=51.82767594192946; relative_error=0.006056218268577584,direct source coordinate pair,true,PASS
M1RV0323,M1F05,Panel A,true=76.74018970789105; recovered=76.32007255278938,true=76.74018970789105; recovered=76.32007255278938,M1S044,true=76.74018970789105; recovered=76.32007255278938,direct source coordinate pair,true,PASS
M1RV0324,M1F05,Panel B,true=76.74018970789105; relative_error=0.005474538917623556,true=76.74018970789105; relative_error=0.005474538917623556,M1S044,true=76.74018970789105; relative_error=0.005474538917623556,direct source coordinate pair,true,PASS
M1RV0325,M1F05,Panel A,true=87.57938807198337; recovered=88.62152333904112,true=87.57938807198337; recovered=88.62152333904112,M1S044,true=87.57938807198337; recovered=88.62152333904112,direct source coordinate pair,true,PASS
M1RV0326,M1F05,Panel B,true=87.57938807198337; relative_error=0.011899321175904901,true=87.57938807198337; relative_error=0.011899321175904901,M1S044,true=87.57938807198337; relative_error=0.011899321175904901,direct source coordinate pair,true,PASS
M1RV0327,M1F05,Panel A,true=112.4064483582291; recovered=118.13872954352733,true=112.4064483582291; recovered=118.13872954352733,M1S044,true=112.4064483582291; recovered=118.13872954352733,direct source coordinate pair,true,PASS
M1RV0328,M1F05,Panel B,true=112.4064483582291; relative_error=0.050996017301694084,true=112.4064483582291; relative_error=0.050996017301694084,M1S044,true=112.4064483582291; relative_error=0.050996017301694084,direct source coordinate pair,true,PASS
M1RV0329,M1F05,Panel A,true=101.07778102197086; recovered=104.0561972278479,true=101.07778102197086; recovered=104.0561972278479,M1S044,true=101.07778102197086; recovered=104.0561972278479,direct source coordinate pair,true,PASS
M1RV0330,M1F05,Panel B,true=101.07778102197086; relative_error=0.02946657688527643,true=101.07778102197086; relative_error=0.02946657688527643,M1S044,true=101.07778102197086; relative_error=0.02946657688527643,direct source coordinate pair,true,PASS
M1RV0331,M1F05,Panel A,true=40.160021121128175; recovered=40.0,true=40.160021121128175; recovered=40.0,M1S044,true=40.160021121128175; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0332,M1F05,Panel B,true=40.160021121128175; relative_error=0.003984587573934007,true=40.160021121128175; relative_error=0.003984587573934007,M1S044,true=40.160021121128175; relative_error=0.003984587573934007,direct source coordinate pair,true,PASS
M1RV0333,M1F05,Panel A,true=95.22643641811477; recovered=94.97763454419176,true=95.22643641811477; recovered=94.97763454419176,M1S044,true=95.22643641811477; recovered=94.97763454419176,direct source coordinate pair,true,PASS
M1RV0334,M1F05,Panel B,true=95.22643641811477; relative_error=0.0026127395215188903,true=95.22643641811477; relative_error=0.0026127395215188903,M1S044,true=95.22643641811477; relative_error=0.0026127395215188903,direct source coordinate pair,true,PASS
M1RV0335,M1F05,Panel A,true=64.277595887869; recovered=64.76715699116193,true=64.277595887869; recovered=64.76715699116193,M1S044,true=64.277595887869; recovered=64.76715699116193,direct source coordinate pair,true,PASS
M1RV0336,M1F05,Panel B,true=64.277595887869; relative_error=0.0076163567807818735,true=64.277595887869; relative_error=0.0076163567807818735,M1S044,true=64.277595887869; relative_error=0.0076163567807818735,direct source coordinate pair,true,PASS
M1RV0337,M1F05,Panel A,true=94.80226778030959; recovered=93.51518222278219,true=94.80226778030959; recovered=93.51518222278219,M1S044,true=94.80226778030959; recovered=93.51518222278219,direct source coordinate pair,true,PASS
M1RV0338,M1F05,Panel B,true=94.80226778030959; relative_error=0.013576527098592596,true=94.80226778030959; relative_error=0.013576527098592596,M1S044,true=94.80226778030959; relative_error=0.013576527098592596,direct source coordinate pair,true,PASS
M1RV0339,M1F05,Panel A,true=55.0606486099216; recovered=55.09357264375339,true=55.0606486099216; recovered=55.09357264375339,M1S044,true=55.0606486099216; recovered=55.09357264375339,direct source coordinate pair,true,PASS
